"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","concept:name_14","lifecycle:transition_14","org:resource_14","Activity_14","Resource_14","Work_Order_Qty_14","Part_Desc__14","Worker_ID_14","Report_Type_14","Qty_Completed_14","Qty_Rejected_14","Qty_for_MRB_14","remainingTime"
"45","75","1","32","75","76","61","27","32","11","12","7","7","75","13","32","75","76","61","27","32","11","12","7","7","75","1","43","75","76","61","27","43","11","12","7","7","75","13","43","75","76","61","27","43","11","12","7","7","75","1","43","75","76","61","27","43","6","63","7","7","75","13","43","75","76","61","27","43","6","63","7","7","17","1","29","17","18","61","27","29","6","7","7","7","17","13","29","17","18","61","27","29","6","7","7","7","246","1","45","246","41","61","27","45","6","7","7","7","246","13","45","246","41","61","27","45","6","7","7","7","17","1","29","17","18","61","27","29","6","4","7","7","17","1","29","17","18","61","27","29","6","7","108","7","17","13","29","17","18","61","27","29","6","7","108","7","17","13","29","17","18","61","27","29","6","4","7","7","0.0"
"46","75","1","86","75","76","4","38","86","11","7","7","7","75","13","86","75","76","4","38","86","11","7","7","7","75","1","43","75","76","4","38","43","11","7","7","7","75","13","43","75","76","4","38","43","11","7","7","7","75","1","86","75","76","4","38","86","11","7","7","7","75","1","32","75","76","4","38","32","11","12","7","7","75","13","86","75","76","4","38","86","11","7","7","7","75","13","32","75","76","4","38","32","11","12","7","7","75","1","32","75","76","4","38","32","6","19","7","7","75","13","32","75","76","4","38","32","6","19","7","7","17","1","52","17","18","4","38","52","6","4","7","7","17","13","52","17","18","4","38","52","6","4","7","7","21","1","20","21","22","4","38","20","6","4","7","7","0","1","20","0","3","4","38","20","6","4","7","7","123000.0"
"47","40","1","39","40","41","4","38","39","11","12","7","7","40","13","39","40","41","4","38","39","11","12","7","7","40","1","39","40","41","4","38","39","49","7","7","7","17","1","29","17","18","4","38","29","6","7","7","7","40","13","39","40","41","4","38","39","49","7","7","7","40","1","39","40","41","4","38","39","6","19","7","7","17","13","29","17","18","4","38","29","6","7","7","7","40","13","39","40","41","4","38","39","6","19","7","7","40","1","39","40","41","4","38","39","11","7","7","7","40","13","39","40","41","4","38","39","11","7","7","7","40","1","39","40","41","4","38","39","6","7","7","7","40","13","39","40","41","4","38","39","6","7","7","7","17","1","29","17","18","4","38","29","6","4","7","7","17","13","29","17","18","4","38","29","6","4","7","7","1273680.0"
"48","9","1","14","9","10","79","5","14","11","7","7","7","9","13","14","9","10","79","5","14","11","7","7","7","9","1","8","9","10","79","5","8","11","67","7","7","9","13","8","9","10","79","5","8","11","67","7","7","9","1","8","9","10","79","5","8","6","196","7","7","9","13","8","9","10","79","5","8","6","196","7","7","17","1","52","17","18","79","5","52","6","7","7","7","17","13","52","17","18","79","5","52","6","7","7","7","9","1","14","9","10","79","5","14","6","108","7","7","9","13","14","9","10","79","5","14","6","108","7","7","17","1","52","17","18","79","5","52","6","247","12","7","17","13","52","17","18","79","5","52","6","247","12","7","21","1","20","21","22","79","5","20","6","247","7","7","21","13","20","21","22","79","5","20","6","247","7","7","3104280.0"
"49","40","1","45","40","41","42","38","45","11","7","7","7","17","1","16","17","18","42","38","16","11","7","7","7","40","13","45","40","41","42","38","45","11","7","7","7","17","13","16","17","18","42","38","16","11","7","7","7","40","1","45","40","41","42","38","45","6","103","7","7","40","13","45","40","41","42","38","45","6","103","7","7","75","1","112","75","76","42","38","112","6","7","12","7","75","13","112","75","76","42","38","112","6","7","12","7","17","1","29","17","18","42","38","29","6","103","7","7","17","13","29","17","18","42","38","29","6","103","7","7","35","1","99","35","36","42","38","99","6","103","7","7","35","13","99","35","36","42","38","99","6","103","7","7","17","1","29","17","18","42","38","29","6","7","7","7","17","13","29","17","18","42","38","29","6","7","7","7","588960.0"
"50","75","1","45","75","76","19","38","45","11","7","7","7","75","13","45","75","76","19","38","45","11","7","7","7","75","1","45","75","76","19","38","45","11","7","7","7","75","13","45","75","76","19","38","45","11","7","7","7","75","1","45","75","76","19","38","45","11","7","7","7","75","13","45","75","76","19","38","45","11","7","7","7","75","1","45","75","76","19","38","45","6","19","7","7","75","13","45","75","76","19","38","45","6","19","7","7","17","1","29","17","18","19","38","29","6","19","7","7","17","13","29","17","18","19","38","29","6","19","7","7","21","1","20","21","22","19","38","20","6","19","7","7","0","1","20","0","3","19","38","20","6","19","7","7","0","13","20","0","3","19","38","20","6","19","7","7","21","13","20","21","22","19","38","20","6","19","7","7","256620.0"
"52","40","1","45","40","41","229","38","45","6","63","7","7","40","13","45","40","41","229","38","45","6","63","7","7","40","1","39","40","41","229","38","39","11","7","7","7","40","13","39","40","41","229","38","39","11","7","7","7","40","1","39","40","41","229","38","39","49","7","7","7","40","13","39","40","41","229","38","39","49","7","7","7","40","1","39","40","41","229","38","39","11","7","7","7","40","13","39","40","41","229","38","39","11","7","7","7","40","1","39","40","41","229","38","39","11","12","7","7","40","13","39","40","41","229","38","39","11","12","7","7","40","1","39","40","41","229","38","39","49","7","7","7","40","13","39","40","41","229","38","39","49","7","7","7","40","1","39","40","41","229","38","39","6","248","7","7","40","13","39","40","41","229","38","39","6","248","7","7","543480.0"
"53","40","1","45","40","41","4","249","45","11","7","7","7","40","13","45","40","41","4","249","45","11","7","7","7","40","1","39","40","41","4","249","39","11","7","7","7","40","13","39","40","41","4","249","39","11","7","7","7","40","1","39","40","41","4","249","39","49","7","7","7","40","13","39","40","41","4","249","39","49","7","7","7","40","1","39","40","41","4","249","39","11","12","7","7","40","13","39","40","41","4","249","39","11","12","7","7","40","1","39","40","41","4","249","39","6","19","7","7","40","13","39","40","41","4","249","39","6","19","7","7","40","1","39","40","41","4","249","39","11","7","7","7","40","13","39","40","41","4","249","39","11","7","7","7","40","1","45","40","41","4","249","45","11","7","7","7","17","1","52","17","18","4","249","52","6","7","7","7","842400.0"
"54","9","1","86","9","10","51","38","86","11","7","7","7","9","13","86","9","10","51","38","86","11","7","7","7","9","1","14","9","10","51","38","14","11","7","7","7","9","13","14","9","10","51","38","14","11","7","7","7","9","1","8","9","10","51","38","8","11","7","7","7","9","13","8","9","10","51","38","8","11","7","7","7","9","1","8","9","10","51","38","8","6","44","7","7","17","1","52","17","18","51","38","52","11","7","7","7","17","13","52","17","18","51","38","52","11","7","7","7","9","13","8","9","10","51","38","8","6","44","7","7","9","1","14","9","10","51","38","14","6","63","7","7","9","13","14","9","10","51","38","14","6","63","7","7","17","1","52","17","18","51","38","52","6","7","50","7","17","13","52","17","18","51","38","52","6","7","50","7","180900.0"
"55","243","1","24","243","72","250","218","24","11","12","7","7","243","13","24","243","72","250","218","24","11","12","7","7","243","1","71","243","72","250","218","71","11","7","7","7","243","13","71","243","72","250","218","71","11","7","7","7","243","1","71","243","72","250","218","71","6","44","7","7","243","13","71","243","72","250","218","71","6","44","7","7","17","1","52","17","18","250","218","52","6","7","7","7","243","1","28","243","72","250","218","28","6","4","7","7","17","13","52","17","18","250","218","52","6","7","7","7","243","13","28","243","72","250","218","28","6","4","7","7","243","1","24","243","72","250","218","24","6","61","7","7","243","13","24","243","72","250","218","24","6","61","7","7","243","1","71","243","72","250","218","71","6","12","7","7","243","13","71","243","72","250","218","71","6","12","7","7","3088080.0"
"56","123","1","39","123","41","51","27","39","49","7","7","7","123","13","39","123","41","51","27","39","49","7","7","7","123","1","45","123","41","51","27","45","11","7","7","7","56","1","57","56","56","51","27","57","6","51","7","7","56","13","57","56","56","51","27","57","6","51","7","7","123","13","45","123","41","51","27","45","11","7","7","7","123","1","45","123","41","51","27","45","6","51","7","7","123","13","45","123","41","51","27","45","6","51","7","7","30","1","29","30","18","51","27","29","6","51","7","7","30","13","29","30","18","51","27","29","6","51","7","7","0","1","20","0","3","51","27","20","6","51","7","7","0","13","20","0","3","51","27","20","6","51","7","7","21","1","20","21","22","51","27","20","6","51","7","7","59","1","29","59","18","51","27","29","6","51","7","7","2940.0"
"58","94","1","60","94","95","92","54","60","11","7","7","7","94","13","60","94","95","92","54","60","11","7","7","7","94","1","60","94","95","92","54","60","11","7","7","7","94","13","60","94","95","92","54","60","11","7","7","7","94","1","99","94","95","92","54","99","6","4","7","7","94","13","99","94","95","92","54","99","6","4","7","7","94","1","60","94","95","92","54","60","6","37","7","7","94","13","60","94","95","92","54","60","6","37","7","7","59","1","29","59","18","92","54","29","6","92","7","7","21","1","20","21","22","92","54","20","6","92","7","7","59","13","29","59","18","92","54","29","6","92","7","7","21","13","20","21","22","92","54","20","6","92","7","7","56","1","57","56","56","92","54","57","6","92","7","7","56","13","57","56","56","92","54","57","6","92","7","7","0.0"
"59","75","1","32","75","76","4","38","32","11","67","7","7","75","13","32","75","76","4","38","32","11","67","7","7","75","1","86","75","76","4","38","86","6","42","7","7","75","13","86","75","76","4","38","86","6","42","7","7","75","1","43","75","76","4","38","43","6","12","7","7","75","13","43","75","76","4","38","43","6","12","7","7","17","1","29","17","18","4","38","29","6","42","7","7","17","13","29","17","18","4","38","29","6","42","7","7","21","1","90","21","22","4","38","90","6","42","7","7","21","13","90","21","22","4","38","90","6","42","7","7","0","1","251","0","3","4","38","251","6","42","7","7","0","13","251","0","3","4","38","251","6","42","7","7","56","1","57","56","56","4","38","57","6","42","7","7","56","13","57","56","56","4","38","57","6","42","7","7","131580.0"
"6","40","1","45","40","41","252","218","45","11","12","7","7","40","1","45","40","41","252","218","45","11","7","7","7","40","13","45","40","41","252","218","45","11","12","7","7","40","13","45","40","41","252","218","45","11","7","7","7","40","1","39","40","41","252","218","39","11","7","7","7","40","13","39","40","41","252","218","39","11","7","7","7","40","1","39","40","41","252","218","39","11","12","7","7","40","13","39","40","41","252","218","39","11","12","7","7","40","1","45","40","41","252","218","45","11","7","7","7","40","13","45","40","41","252","218","45","11","7","7","7","40","1","45","40","41","252","218","45","6","46","7","7","40","13","45","40","41","252","218","45","6","46","7","7","17","1","29","17","18","252","218","29","6","7","7","7","17","1","29","17","18","252","218","29","6","7","7","7","1621500.0"
"60","123","1","39","123","41","61","253","39","11","7","7","7","123","13","39","123","41","61","253","39","11","7","7","7","0","1","20","0","3","61","253","20","6","61","7","7","0","13","20","0","3","61","253","20","6","61","7","7","123","1","45","123","41","61","253","45","11","7","7","7","123","13","45","123","41","61","253","45","11","7","7","7","30","1","52","30","18","61","253","52","11","7","7","7","123","1","39","123","41","61","253","39","49","7","7","7","30","13","52","30","18","61","253","52","11","7","7","7","123","13","39","123","41","61","253","39","49","7","7","7","123","1","45","123","41","61","253","45","11","61","7","7","123","13","45","123","41","61","253","45","11","61","7","7","30","1","52","30","18","61","253","52","6","7","7","7","30","13","52","30","18","61","253","52","6","7","7","7","111720.0"
"61","23","1","28","23","25","101","167","28","11","12","7","7","23","1","28","23","25","101","167","28","49","7","7","7","23","13","28","23","25","101","167","28","49","7","7","7","23","13","28","23","25","101","167","28","11","12","7","7","23","1","28","23","25","101","167","28","6","50","7","7","23","13","28","23","25","101","167","28","6","50","7","7","23","1","8","23","25","101","167","8","6","46","7","7","23","13","8","23","25","101","167","8","6","46","7","7","23","1","28","23","25","101","167","28","6","19","7","7","17","1","52","17","18","101","167","52","11","7","7","7","23","13","28","23","25","101","167","28","6","19","7","7","17","13","52","17","18","101","167","52","11","7","7","7","23","1","71","23","25","101","167","71","11","7","7","7","23","13","71","23","25","101","167","71","11","7","7","7","3398460.0"
"62","40","1","39","40","41","19","38","39","11","7","7","7","40","13","39","40","41","19","38","39","11","7","7","7","40","1","39","40","41","19","38","39","49","7","7","7","40","13","39","40","41","19","38","39","49","7","7","7","40","1","39","40","41","19","38","39","11","12","7","7","40","13","39","40","41","19","38","39","11","12","7","7","40","1","39","40","41","19","38","39","49","7","7","7","40","13","39","40","41","19","38","39","49","7","7","7","40","1","39","40","41","19","38","39","6","15","7","7","40","13","39","40","41","19","38","39","6","15","7","7","40","1","39","40","41","19","38","39","6","19","7","7","40","13","39","40","41","19","38","39","6","19","7","7","17","1","29","17","18","19","38","29","6","19","7","7","17","13","29","17","18","19","38","29","6","19","7","7","2229360.0"
"63","9","1","43","9","10","254","5","43","11","7","7","7","9","13","43","9","10","254","5","43","11","7","7","7","9","1","43","9","10","254","5","43","11","7","7","7","9","13","43","9","10","254","5","43","11","7","7","7","9","1","86","9","10","254","5","86","6","19","7","7","17","1","16","17","18","254","5","16","11","7","7","7","17","13","16","17","18","254","5","16","11","7","7","7","9","13","86","9","10","254","5","86","6","19","7","7","9","1","32","9","10","254","5","32","6","117","7","7","9","1","8","9","10","254","5","8","6","84","7","7","9","13","32","9","10","254","5","32","6","117","7","7","9","1","32","9","10","254","5","32","6","255","7","7","9","13","32","9","10","254","5","32","6","255","7","7","9","1","14","9","10","254","5","14","6","61","7","7","3979980.0"
"64","109","1","86","109","110","256","5","86","11","67","7","7","109","13","86","109","110","256","5","86","11","67","7","7","109","1","8","109","110","256","5","8","6","33","7","7","109","13","8","109","110","256","5","8","6","33","7","7","109","1","43","109","110","256","5","43","6","79","7","7","109","13","43","109","110","256","5","43","6","79","7","7","109","1","8","109","110","256","5","8","6","53","7","7","109","13","8","109","110","256","5","8","6","53","7","7","109","1","8","109","110","256","5","8","6","103","7","7","109","13","8","109","110","256","5","8","6","103","7","7","109","1","86","109","110","256","5","86","6","93","7","7","109","13","86","109","110","256","5","86","6","93","7","7","109","1","43","109","110","256","5","43","6","7","7","7","109","13","43","109","110","256","5","43","6","7","7","7","36120.0"
"66","123","1","39","123","41","4","122","39","11","12","7","7","123","13","39","123","41","4","122","39","11","12","7","7","123","1","39","123","41","4","122","39","6","19","7","7","123","13","39","123","41","4","122","39","6","19","7","7","30","1","29","30","18","4","122","29","6","4","7","7","30","13","29","30","18","4","122","29","6","4","7","7","35","1","20","35","36","4","122","20","6","4","7","7","35","13","20","35","36","4","122","20","6","4","7","7","0","1","20","0","3","4","122","20","6","4","7","7","0","13","20","0","3","4","122","20","6","4","7","7","204","1","206","204","205","4","122","206","6","4","7","7","204","13","206","204","205","4","122","206","6","4","7","7","30","1","29","30","18","4","122","29","6","7","7","7","30","13","29","30","18","4","122","29","6","7","7","7","235980.0"
"67","109","1","86","109","110","147","5","86","11","12","7","7","109","1","86","109","110","147","5","86","6","93","7","7","109","13","86","109","110","147","5","86","11","12","7","7","109","13","86","109","110","147","5","86","6","93","7","7","109","1","8","109","110","147","5","8","6","141","7","7","9","1","8","9","10","147","5","8","11","7","7","7","9","13","8","9","10","147","5","8","11","7","7","7","109","13","8","109","110","147","5","8","6","141","7","7","109","1","14","109","110","147","5","14","6","58","7","7","109","13","14","109","110","147","5","14","6","58","7","7","109","1","8","109","110","147","5","8","6","64","7","7","109","13","8","109","110","147","5","8","6","64","7","7","9","1","71","9","10","147","5","71","6","196","7","7","9","13","71","9","10","147","5","71","6","196","7","7","4440420.0"
"7","9","1","14","9","10","15","218","14","11","7","7","7","9","13","14","9","10","15","218","14","11","7","7","7","257","1","8","257","10","15","218","8","11","7","7","7","257","13","8","257","10","15","218","8","11","7","7","7","9","1","14","9","10","15","218","14","11","12","7","7","9","13","14","9","10","15","218","14","11","12","7","7","9","1","86","9","10","15","218","86","6","108","7","7","9","13","86","9","10","15","218","86","6","108","7","7","9","1","8","9","10","15","218","8","11","7","7","7","9","13","8","9","10","15","218","8","11","7","7","7","9","1","8","9","10","15","218","8","6","67","7","7","9","13","8","9","10","15","218","8","6","67","7","7","17","1","29","17","18","15","218","29","6","15","7","7","17","13","29","17","18","15","218","29","6","15","7","7","229200.0"
"70","23","1","28","23","25","162","258","28","11","7","7","7","23","1","28","23","25","162","258","28","49","7","7","7","23","13","28","23","25","162","258","28","49","7","7","7","23","13","28","23","25","162","258","28","11","7","7","7","23","1","28","23","25","162","258","28","11","12","7","7","23","13","28","23","25","162","258","28","11","12","7","7","23","1","28","23","25","162","258","28","11","7","7","7","23","13","28","23","25","162","258","28","11","7","7","7","23","1","28","23","25","162","258","28","11","12","7","7","23","1","28","23","25","162","258","28","6","42","7","7","23","13","28","23","25","162","258","28","11","12","7","7","23","13","28","23","25","162","258","28","6","42","7","7","23","1","71","23","25","162","258","71","6","66","7","7","23","13","71","23","25","162","258","71","6","66","7","7","3027960.0"
"71","70","1","71","70","72","58","27","71","11","12","7","7","70","13","71","70","72","58","27","71","11","12","7","7","70","1","71","70","72","58","27","71","6","44","7","7","70","13","71","70","72","58","27","71","6","44","7","7","56","1","57","56","56","58","27","57","6","93","7","7","56","13","57","56","56","58","27","57","6","93","7","7","30","1","29","30","18","58","27","29","6","93","7","7","30","13","29","30","18","58","27","29","6","93","7","7","21","1","20","21","22","58","27","20","6","93","7","7","21","13","20","21","22","58","27","20","6","93","7","7","35","1","20","35","36","58","27","20","6","93","7","7","35","13","20","35","36","58","27","20","6","93","7","7","59","1","29","59","18","58","27","29","6","93","7","7","59","13","29","59","18","58","27","29","6","93","7","7","0.0"
"72","40","1","39","40","41","93","27","39","11","7","7","7","40","13","39","40","41","93","27","39","11","7","7","7","40","1","39","40","41","93","27","39","6","93","7","7","40","13","39","40","41","93","27","39","6","93","7","7","17","1","29","17","18","93","27","29","6","93","7","7","17","13","29","17","18","93","27","29","6","93","7","7","35","1","2","35","36","93","27","2","6","7","7","7","35","13","2","35","36","93","27","2","6","7","7","7","35","1","20","35","36","93","27","20","6","12","7","7","35","13","20","35","36","93","27","20","6","12","7","7","21","1","20","21","22","93","27","20","6","93","7","7","35","1","2","35","36","93","27","2","6","44","7","7","21","13","20","21","22","93","27","20","6","93","7","7","35","13","2","35","36","93","27","2","6","44","7","7","162720.0"
"73","9","1","8","9","10","64","209","8","11","7","7","7","9","13","8","9","10","64","209","8","11","7","7","7","9","1","86","9","10","64","209","86","11","7","7","7","9","13","86","9","10","64","209","86","11","7","7","7","9","1","14","9","10","64","209","14","11","7","7","7","9","13","14","9","10","64","209","14","11","7","7","7","9","1","43","9","10","64","209","43","11","7","7","7","9","13","43","9","10","64","209","43","11","7","7","7","9","1","86","9","10","64","209","86","11","12","7","7","9","13","86","9","10","64","209","86","11","12","7","7","9","1","8","9","10","64","209","8","11","7","7","7","9","13","8","9","10","64","209","8","11","7","7","7","9","1","8","9","10","64","209","8","6","142","7","7","17","1","29","17","18","64","209","29","6","7","7","7","875100.0"
"75","40","1","45","40","41","4","38","45","11","7","7","7","40","13","45","40","41","4","38","45","11","7","7","7","40","1","45","40","41","4","38","45","11","7","7","7","40","13","45","40","41","4","38","45","11","7","7","7","40","1","39","40","41","4","38","39","6","4","7","7","40","13","39","40","41","4","38","39","6","4","7","7","40","1","39","40","41","4","38","39","11","7","7","7","40","13","39","40","41","4","38","39","11","7","7","7","40","1","45","40","41","4","38","45","11","7","7","7","40","13","45","40","41","4","38","45","11","7","7","7","40","1","45","40","41","4","38","45","6","4","7","7","40","13","45","40","41","4","38","45","6","4","7","7","17","1","81","17","18","4","38","81","6","4","7","7","17","13","81","17","18","4","38","81","6","4","7","7","1373400.0"
"77","23","1","71","23","25","101","176","71","11","7","7","7","23","13","71","23","25","101","176","71","11","7","7","7","23","1","71","23","25","101","176","71","11","7","7","7","23","13","71","23","25","101","176","71","11","7","7","7","23","1","28","23","25","101","176","28","11","7","7","7","23","13","28","23","25","101","176","28","11","7","7","7","23","1","28","23","25","101","176","28","11","7","7","7","23","13","28","23","25","101","176","28","11","7","7","7","23","1","71","23","25","101","176","71","6","50","7","7","23","13","71","23","25","101","176","71","6","50","7","7","23","1","24","23","25","101","176","24","6","42","7","7","17","1","16","17","18","101","176","16","6","58","12","7","17","13","16","17","18","101","176","16","6","58","12","7","23","13","24","23","25","101","176","24","6","42","7","7","1435980.0"
"78","109","1","86","109","110","259","5","86","11","67","7","7","109","13","86","109","110","259","5","86","11","67","7","7","109","1","86","109","110","259","5","86","6","93","7","7","109","13","86","109","110","259","5","86","6","93","7","7","109","1","8","109","110","259","5","8","6","220","7","7","109","13","8","109","110","259","5","8","6","220","7","7","109","1","43","109","110","259","5","43","6","260","7","7","109","13","43","109","110","259","5","43","6","260","7","7","109","1","86","109","110","259","5","86","6","31","7","7","109","13","86","109","110","259","5","86","6","31","7","7","109","1","86","109","110","259","5","86","11","7","7","7","109","13","86","109","110","259","5","86","11","7","7","7","109","1","32","109","110","259","5","32","11","12","7","7","109","13","32","109","110","259","5","32","11","12","7","7","2450880.0"
"80","109","1","43","109","110","37","5","43","11","12","7","7","109","13","43","109","110","37","5","43","11","12","7","7","109","1","43","109","110","37","5","43","6","31","7","7","109","13","43","109","110","37","5","43","6","31","7","7","17","1","52","17","18","37","5","52","6","31","12","7","17","13","52","17","18","37","5","52","6","31","12","7","21","1","20","21","22","37","5","20","6","31","7","7","21","13","20","21","22","37","5","20","6","31","7","7","0","1","2","0","3","37","5","2","6","7","7","7","0","13","2","0","3","37","5","2","6","7","7","7","0","1","20","0","3","37","5","20","6","61","7","7","0","13","20","0","3","37","5","20","6","61","7","7","155","1","151","155","156","37","5","151","11","7","7","7","155","13","151","155","156","37","5","151","11","7","7","7","100260.0"
"82","109","1","86","109","110","162","5","86","11","12","7","7","109","13","86","109","110","162","5","86","11","12","7","7","109","1","86","109","110","162","5","86","6","7","7","7","109","13","86","109","110","162","5","86","6","7","7","7","109","1","43","109","110","162","5","43","11","12","7","7","109","13","43","109","110","162","5","43","11","12","7","7","109","1","43","109","110","162","5","43","6","69","7","7","109","13","43","109","110","162","5","43","6","69","7","7","17","1","52","17","18","162","5","52","6","69","67","7","17","13","52","17","18","162","5","52","6","69","67","7","21","1","20","21","22","162","5","20","6","69","7","7","21","13","20","21","22","162","5","20","6","69","7","7","242","1","2","242","36","162","5","2","6","7","7","7","242","13","2","242","36","162","5","2","6","7","7","7","304560.0"
"83","109","1","86","109","110","184","47","86","11","7","7","7","109","13","86","109","110","184","47","86","11","7","7","7","109","1","86","109","110","184","47","86","11","12","7","7","109","13","86","109","110","184","47","86","11","12","7","7","109","1","14","109","110","184","47","14","11","12","7","7","109","13","14","109","110","184","47","14","11","12","7","7","109","1","43","109","110","184","47","43","6","79","7","7","109","13","43","109","110","184","47","43","6","79","7","7","109","1","86","109","110","184","47","86","6","4","7","7","17","1","52","17","18","184","47","52","6","7","7","7","17","13","52","17","18","184","47","52","6","7","7","7","109","13","86","109","110","184","47","86","6","4","7","7","109","1","8","109","110","184","47","8","6","46","7","7","109","13","8","109","110","184","47","8","6","46","7","7","346320.0"
"84","40","1","39","40","41","61","125","39","11","12","7","7","40","13","39","40","41","61","125","39","11","12","7","7","40","1","39","40","41","61","125","39","6","93","7","7","40","13","39","40","41","61","125","39","6","93","7","7","40","1","39","40","41","61","125","39","6","7","7","7","40","13","39","40","41","61","125","39","6","7","7","7","40","1","39","40","41","61","125","39","6","67","7","7","40","13","39","40","41","61","125","39","6","67","7","7","40","1","39","40","41","61","125","39","11","12","7","7","40","13","39","40","41","61","125","39","11","12","7","7","17","1","29","17","18","61","125","29","6","7","7","7","17","13","29","17","18","61","125","29","6","7","7","7","40","1","45","40","41","61","125","45","6","55","7","7","40","13","45","40","41","61","125","45","6","55","7","7","844080.0"
"86","75","1","32","75","76","250","38","32","11","7","7","7","75","13","32","75","76","250","38","32","11","7","7","7","75","1","90","75","76","250","38","90","11","34","7","7","75","13","90","75","76","250","38","90","11","34","7","7","75","1","43","75","76","250","38","43","6","34","7","7","75","13","43","75","76","250","38","43","6","34","7","7","75","1","32","75","76","250","38","32","6","182","7","7","75","13","32","75","76","250","38","32","6","182","7","7","75","1","90","75","76","250","38","90","6","4","7","7","75","13","90","75","76","250","38","90","6","4","7","7","75","1","90","75","76","250","38","90","6","12","7","7","75","13","90","75","76","250","38","90","6","12","7","7","17","1","52","17","18","250","38","52","6","4","7","7","17","13","52","17","18","250","38","52","6","4","7","7","72420.0"
"87","9","1","14","9","10","261","262","14","11","7","7","7","9","13","14","9","10","261","262","14","11","7","7","7","9","1","8","9","10","261","262","8","11","12","7","7","9","13","8","9","10","261","262","8","11","12","7","7","9","1","8","9","10","261","262","8","6","63","7","7","17","1","29","17","18","261","262","29","6","7","12","7","9","13","8","9","10","261","262","8","6","63","7","7","17","13","29","17","18","261","262","29","6","7","12","7","9","1","45","9","10","261","262","45","6","142","7","7","9","1","86","9","10","261","262","86","6","15","7","7","9","13","45","9","10","261","262","45","6","142","7","7","9","1","8","9","10","261","262","8","6","19","7","7","9","13","86","9","10","261","262","86","6","15","7","7","9","1","32","9","10","261","262","32","6","66","7","7","3073860.0"
"89","241","1","8","241","110","161","263","8","11","7","7","7","241","13","8","241","110","161","263","8","11","7","7","7","109","1","14","109","110","161","263","14","11","7","7","7","109","13","14","109","110","161","263","14","11","7","7","7","109","1","43","109","110","161","263","43","11","4","7","7","109","13","43","109","110","161","263","43","11","4","7","7","109","1","43","109","110","161","263","43","6","255","7","7","109","13","43","109","110","161","263","43","6","255","7","7","109","1","8","109","110","161","263","8","6","64","7","7","109","13","8","109","110","161","263","8","6","64","7","7","75","1","8","75","76","161","263","8","6","7","7","7","75","13","8","75","76","161","263","8","6","7","7","7","109","1","8","109","110","161","263","8","6","63","7","7","75","1","32","75","76","161","263","32","6","7","7","7","137340.0"
